loss,val_loss,accuracy,val_accuracy
0.3487599194049835,0.4328099489212036,0.8782250285148621,0.8597000241279602
0.3463471531867981,0.435744047164917,0.8776500225067139,0.8590999841690063
0.35154256224632263,0.43252915143966675,0.8782250285148621,0.8597000241279602
0.34881746768951416,0.4345245659351349,0.8759499788284302,0.859499990940094
0.3506227135658264,0.4316312372684479,0.8766999840736389,0.8598999977111816
0.3504045009613037,0.43125849962234497,0.87642502784729,0.8616999983787537
0.35006654262542725,0.430935263633728,0.8763499855995178,0.8608999848365784
0.34725990891456604,0.43154820799827576,0.8780750036239624,0.8618000149726868
0.34812718629837036,0.4309324324131012,0.8782749772071838,0.8605999946594238
0.3492105007171631,0.43405386805534363,0.87704998254776,0.859499990940094
0.3448878228664398,0.43615591526031494,0.8794000148773193,0.8604000210762024
0.3468034267425537,0.4308224022388458,0.878000020980835,0.8618000149726868
0.34344106912612915,0.4365176856517792,0.880050003528595,0.8600999712944031
0.34554779529571533,0.4316975474357605,0.878250002861023,0.8611999750137329
0.3469247817993164,0.4293690025806427,0.8765000104904175,0.8611999750137329
0.3477802872657776,0.43135496973991394,0.8774999976158142,0.8608999848365784
0.3466441333293915,0.4292874038219452,0.8786749839782715,0.8618000149726868
0.3403412401676178,0.43615972995758057,0.880774974822998,0.8607000112533569
0.34556567668914795,0.42804229259490967,0.8796250224113464,0.8622000217437744
0.347243070602417,0.4345337748527527,0.8766250014305115,0.8604999780654907
0.3403061032295227,0.4326479434967041,0.8794999718666077,0.8610000014305115
0.3438318967819214,0.43678104877471924,0.878849983215332,0.8593000173568726
0.3372225761413574,0.4355672001838684,0.8807250261306763,0.8607000112533569
0.34436067938804626,0.436497300863266,0.8791499733924866,0.8593000173568726
0.3411710262298584,0.4341549873352051,0.8794749975204468,0.8615000247955322
0.343059241771698,0.43140068650245667,0.8802250027656555,0.8611999750137329
0.3453708291053772,0.43482378125190735,0.8796749711036682,0.8607000112533569
0.34461426734924316,0.4295651912689209,0.8796749711036682,0.8616999983787537
0.341713547706604,0.4319664537906647,0.8796749711036682,0.8615999817848206
0.3416454493999481,0.4304140508174896,0.8797749876976013,0.8611000180244446
0.3403301537036896,0.42958301305770874,0.8794749975204468,0.8633000254631042
0.34122925996780396,0.43094921112060547,0.8786249756813049,0.8611999750137329
0.34286078810691833,0.4342610836029053,0.8792999982833862,0.8604999780654907
0.343135267496109,0.4325360357761383,0.8803250193595886,0.8611000180244446
0.3411981463432312,0.43021854758262634,0.8812749981880188,0.8616999983787537
0.34940558671951294,0.4330263137817383,0.8779249787330627,0.8601999878883362
0.3380047082901001,0.4326179325580597,0.8795250058174133,0.8611999750137329
0.3426736891269684,0.43149039149284363,0.8794999718666077,0.861299991607666
0.34261125326156616,0.43145614862442017,0.87847501039505,0.8605999946594238
0.3419612944126129,0.4320261776447296,0.879925012588501,0.8603000044822693
0.3415948450565338,0.4311341941356659,0.8797000050544739,0.8608999848365784
0.3422967493534088,0.43396690487861633,0.8801000118255615,0.8610000014305115
0.3375178873538971,0.43194580078125,0.8823249936103821,0.8607000112533569
0.3343975841999054,0.43102574348449707,0.8833249807357788,0.8622000217437744
0.3391934931278229,0.42937833070755005,0.8809000253677368,0.8615999817848206
0.33723416924476624,0.43052220344543457,0.8809750080108643,0.8615999817848206
0.3371462821960449,0.4342532157897949,0.8826749920845032,0.8608999848365784
0.33785316348075867,0.4354120194911957,0.8834999799728394,0.8604000210762024
0.3374647796154022,0.43045535683631897,0.880774974822998,0.861299991607666
0.33998721837997437,0.4313664138317108,0.8799750208854675,0.8616999983787537
0.33876273036003113,0.432559072971344,0.8813250064849854,0.86080002784729
0.3426930010318756,0.43294161558151245,0.8799999952316284,0.8615000247955322
0.33863261342048645,0.4290676712989807,0.8806750178337097,0.8618000149726868
0.33693206310272217,0.4313330054283142,0.8818249702453613,0.8611000180244446
0.3329131007194519,0.43049824237823486,0.882224977016449,0.8619999885559082
0.33322739601135254,0.43204912543296814,0.8827999830245972,0.8611000180244446
